"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"12/15/2020","Deseret Book","PURCHASE                                AUTHORIZED ON   12/15 DESERET BOOK CO #77 18    REXBURG       ID  P00000000281676447 CARD 9347","21.19","debit","Books","Wells Fargo Everyday Checking","",""
"12/14/2020","ONLINE TRANSFER REF #IB09FCNMYV TO COLLEGE CARD ON 12/12/20","ONLINE TRANSFER REF #IB09FCNMYV TO COLLEGE CARD XXXXXXXXXXXX1114 ON 12/12/20","18.00","debit","Transfer","Wells Fargo Everyday Checking","",""
"12/14/2020","Wal-Mart","PURCHASE                                AUTHORIZED ON   12/12 WAL-MART  Wal-Mart Sup    REXBURG       ID  P00000000334524851 CARD 9347","27.46","debit","Shopping","Wells Fargo Everyday Checking","",""
"12/14/2020","Prime Video*6X97W4 888-802-3080 WA S580346008141278 CARD 9347","PURCHASE                                AUTHORIZED ON   12/10 Prime Video*6X97W4        888-802-3080  WA  S580346008141278   CARD 9347","3.99","debit","Movies & DVDs","Wells Fargo Everyday Checking","",""
"12/12/2020","Online","ONLINE PAYMENT","18.00","credit","Credit Card Payment","Visa","",""
"12/11/2020","Costco Gas","COSTCO GAS #1379         IDAHO FALLS  ID","17.15","debit","Gas & Fuel","Visa","",""
"12/11/2020","Fandango","PURCHASE                                AUTHORIZED ON   12/10 FANDANGO                  FANDANGO.COM  CA  S580346065142419   CARD 9347","17.58","debit","Movies & DVDs","Wells Fargo Everyday Checking","",""
"12/11/2020","Prime Video*I16V16 888-802-3080 WA S300345006754190 CARD 9347","PURCHASE                                AUTHORIZED ON   12/09 Prime Video*I16V16        888-802-3080  WA  S300345006754190   CARD 9347","3.99","debit","Movies & DVDs","Wells Fargo Everyday Checking","",""
"12/11/2020","Venmo Cashout Matthew","VENMO            CASHOUT           4917980089      MATTHEW GOODSELL","10.00","credit","Income","Wells Fargo Everyday Checking","",""
"12/11/2020","Venmo Cashout Matthew","VENMO            CASHOUT           4914403277      MATTHEW GOODSELL","18.00","credit","Income","Wells Fargo Everyday Checking","",""
"12/10/2020","Manual Solutions Pllc","MANUAL SOLUTIONS PHYSICALIDAHO FALLS  ID","35.00","debit","Business Services","Visa","",""
"12/10/2020","Venmo","VENMO            PAYMENT           4906331650      MATTHEW GOODSELL","25.00","debit","Transfer","Wells Fargo Everyday Checking","",""
"12/10/2020","Prime Video*FU73E8 888-802-3080 WA S300343851379074 CARD 9347","PURCHASE                                AUTHORIZED ON   12/08 Prime Video*FU73E8        888-802-3080  WA  S300343851379074   CARD 9347","3.99","debit","Movies & DVDs","Wells Fargo Everyday Checking","",""
"12/09/2020","Applebees","PURCHASE                                AUTHORIZED ON   12/07 APPLEBEES REXB5025        REXBURG       ID  S380343107015040   CARD 9347","28.65","debit","Restaurants","Wells Fargo Everyday Checking","",""
"12/09/2020","Venmo Cashout Matthew","VENMO            CASHOUT           4906479791      MATTHEW GOODSELL","8.00","credit","Income","Wells Fargo Everyday Checking","",""
"12/08/2020","Ch JesusChrist DONATION","Ch JesusChrist   DONATION   201208 68659260        GOODSELL MATTHEW ALLEN","5.00","debit","Charity","Wells Fargo Way2Save® Savings","",""
"12/07/2020","Ch JesusChrist DONATION","Ch JesusChrist   DONATION   201205 68435931        GOODSELL MATTHEW ALLEN","87.59","debit","Charity","Wells Fargo Way2Save® Savings","",""
"12/07/2020","Jimmy John's","PURCHASE                                AUTHORIZED ON   12/05 JIMMY JOHNS # 1169        REXBURG       ID  S380341091607318   CARD 9347","7.73","debit","Restaurants","Wells Fargo Everyday Checking","",""
"12/07/2020","BROULIM'S #6 REXBURG ID S300341086970835 CARD 9347","PURCHASE                                AUTHORIZED ON   12/05 BROULIM'S #6              REXBURG       ID  S300341086970835   CARD 9347","8.47","debit","Groceries","Wells Fargo Everyday Checking","",""
"12/05/2020","Conoco","CONOCO - GOOD 2 GO 110   RIGBY        ID","6.66","debit","Gas & Fuel","Visa","",""
"12/05/2020","Wal-Mart","WAL-MART #1878           REXBURG      ID","34.75","debit","Shopping","Visa","",""
"12/04/2020","BYU PATHWAY WORL DIR DEP","BYU PATHWAY WORL DIR DEP    201127 1149023         GOODSELL,MATTHEW","751.54","credit","Paycheck","Wells Fargo Way2Save® Savings","",""
"12/04/2020","Venmo","VENMO            PAYMENT           4872367116      MATTHEW GOODSELL","281.25","debit","Transfer","Wells Fargo Everyday Checking","",""
"12/03/2020","RECURRING TRANSFER TO GOODSELL M REF #OP09CGRHTZ EVERYDAY CHECKING LIVING","RECURRING TRANSFER TO GOODSELL M REF #OP09CGRHTZ EVERYDAY CHECKING LIVING","180.00","debit","Transfer","Wells Fargo Way2Save® Savings","",""
"12/03/2020","RECURRING TRANSFER FROM GOODSELL M REF #OP09CGRHTZ WAY2SAVE SAVINGS LIVING","RECURRING TRANSFER FROM GOODSELL M REF #OP09CGRHTZ WAY2SAVE SAVINGS LIVING","180.00","credit","Transfer","Wells Fargo Everyday Checking","",""
"12/02/2020","RECURRING TRANSFER TO GOODSELL M EVERYDAY CHECKING REF #OP09C8NWLT","RECURRING TRANSFER TO GOODSELL M EVERYDAY CHECKING REF #OP09C8NWLT XXXXXX9815","281.25","debit","Transfer","Wells Fargo Way2Save® Savings","",""
"12/02/2020","Wal-Mart","PURCHASE                                AUTHORIZED ON   12/01 WAL-MART  Wal-Mart Sup    REXBURG       ID  P00000000474607441 CARD 9347","6.75","debit","Shopping","Wells Fargo Everyday Checking","",""
"12/02/2020","RECURRING TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS REF #OP09C8NWLT","RECURRING TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS REF #OP09C8NWLT XXXXXX9117","281.25","credit","Transfer","Wells Fargo Everyday Checking","",""
"11/30/2020","INTEREST PAYMENT","INTEREST PAYMENT","0.02","credit","Interest Income","Wells Fargo Way2Save® Savings","",""
"11/30/2020","Broulim's","PURCHASE                                AUTHORIZED ON   11/27 BROULIM'S AFTON           AFTON         WY  S460332797023613   CARD 9347","13.63","debit","Groceries","Wells Fargo Everyday Checking","",""
"11/30/2020","Broulim's","PURCHASE                                AUTHORIZED ON   11/28 BROULIM'S AFTON           AFTON         WY  S380333818882740   CARD 9347","3.48","debit","Groceries","Wells Fargo Everyday Checking","",""
"11/30/2020","Agave Mexican Restaurant LLC","PURCHASE                                AUTHORIZED ON   11/28 AGAVE MEXICAN REST        AFTON         WY  S300334009218764   CARD 9347","32.35","debit","Restaurants","Wells Fargo Everyday Checking","",""
"11/24/2020","Ch JesusChrist DONATION","Ch JesusChrist   DONATION   201124 67895691        GOODSELL MATTHEW ALLEN","108.51","debit","Charity","Wells Fargo Way2Save® Savings","",""
"11/23/2020","Applebees","PURCHASE                                AUTHORIZED ON   11/20 APPLEBEES REXB5025        REXBURG       ID  S460326177801101   CARD 9347","25.44","debit","Restaurants","Wells Fargo Everyday Checking","",""
"11/23/2020","ONLINE TRANSFER REF #IB0999MSPX TO COLLEGE CARD ON 11/21/20","ONLINE TRANSFER REF #IB0999MSPX TO COLLEGE CARD XXXXXXXXXXXX1114 ON 11/21/20","203.41","debit","Transfer","Wells Fargo Everyday Checking","",""
"11/23/2020","Wal-Mart","PURCHASE                                AUTHORIZED ON   11/21 WAL-MART #1878            REXBURG       ID  P00000000689389426 CARD 9347","18.45","debit","Shopping","Wells Fargo Everyday Checking","",""
"11/23/2020","Nature's Nook Inc","PURCHASE                                AUTHORIZED ON   11/21 NATURE'S NOOK I           REXBURG       ID  P00000000979192270 CARD 9347","3.38","debit","Food & Dining","Wells Fargo Everyday Checking","",""
"11/23/2020","Venmo","VENMO            PAYMENT           4806890639      MATTHEW GOODSELL","27.00","debit","Transfer","Wells Fargo Everyday Checking","",""
"11/21/2020","Online","ONLINE PAYMENT","203.41","credit","Credit Card Payment","Visa","",""
"11/21/2020","Wal-Mart","WAL-MART #1878           REXBURG      ID","19.58","debit","Shopping","Visa","",""
"11/20/2020","BYU PATHWAY WORL DIR DEP","BYU PATHWAY WORL DIR DEP    201113 1149023         GOODSELL,MATTHEW","904.69","credit","Paycheck","Wells Fargo Way2Save® Savings","",""
"11/19/2020","Venmo Cashout Matthew","VENMO            CASHOUT           4791455295      MATTHEW GOODSELL","45.00","credit","Income","Wells Fargo Everyday Checking","",""
"11/19/2020","ONLINE TRANSFER FROM GOODSELL N CHECKING REF #IB098SM9KL ON 11/19/20","ONLINE TRANSFER FROM GOODSELL N CHECKING XXXXXXXXX7824 REF #IB098SM9KL ON 11/19/20","300.00","credit","Transfer","Wells Fargo Everyday Checking","",""
"11/16/2020","BROULIM'S #6 REXBURG ID","BROULIM'S #6             REXBURG      ID","33.20","debit","Groceries","Visa","",""
"11/16/2020","Spotify","Spotify USA              877-7781161  NY","4.99","debit","Music","Visa","",""
"11/14/2020","Costco","COSTCO WHSE#1379         IDAHO FALLS  ID","64.72","debit","Groceries","Visa","",""
"11/12/2020","Fresco Kitchen & Grill","PURCHASE                                AUTHORIZED ON   11/09 SQ *FRESCO KITCHEN        Rexburg       ID  S380315108372789   CARD 9347","40.42","debit","Restaurants","Wells Fargo Everyday Checking","",""
"11/12/2020","Venmo","VENMO            PAYMENT           4750000258      MATTHEW GOODSELL","30.00","debit","Transfer","Wells Fargo Everyday Checking","",""
"11/10/2020","Dairy Queen","PURCHASE                                AUTHORIZED ON   11/09 DAIRY QUEEN 14952         REXBURG       ID  S460315130026848   CARD 9347","4.54","debit","Fast Food","Wells Fargo Everyday Checking","",""
"11/09/2020","BROULIM'S #6 REXBURG ID S380312780054697 CARD 9347","PURCHASE                                AUTHORIZED ON   11/07 BROULIM'S #6              REXBURG       ID  S380312780054697   CARD 9347","16.25","debit","Groceries","Wells Fargo Everyday Checking","",""
"11/09/2020","Wal-Mart","PURCHASE                                AUTHORIZED ON   11/07 Wal-Mart Super Center     REXBURG       ID  P00000000179695225 CARD 9347","32.89","debit","Shopping","Wells Fargo Everyday Checking","",""
"11/09/2020","Venmo","VENMO            PAYMENT           4730493419      MATTHEW GOODSELL","40.00","debit","Transfer","Wells Fargo Everyday Checking","",""
"11/09/2020","Ch JesusChrist DONATION","Ch JesusChrist   DONATION   201107 67198564        GOODSELL MATTHEW ALLEN","111.65","debit","Charity","Wells Fargo Way2Save® Savings","",""
"11/06/2020","BYU PATHWAY WORL DIR DEP","BYU PATHWAY WORL DIR DEP    201030 1149023         GOODSELL,MATTHEW","872.52","credit","Paycheck","Wells Fargo Way2Save® Savings","",""
"11/03/2020","RECURRING TRANSFER TO GOODSELL M REF #OP095X3VF3 EVERYDAY CHECKING LIVING","RECURRING TRANSFER TO GOODSELL M REF #OP095X3VF3 EVERYDAY CHECKING LIVING","180.00","debit","Transfer","Wells Fargo Way2Save® Savings","",""
"11/03/2020","RECURRING TRANSFER FROM GOODSELL M REF #OP095X3VF3 WAY2SAVE SAVINGS LIVING","RECURRING TRANSFER FROM GOODSELL M REF #OP095X3VF3 WAY2SAVE SAVINGS LIVING","180.00","credit","Transfer","Wells Fargo Everyday Checking","",""
"11/03/2020","Venmo","VENMO            PAYMENT           4705887433      MATTHEW GOODSELL","281.25","debit","Transfer","Wells Fargo Everyday Checking","",""
"11/02/2020","BROULIM'S #6 REXBURG ID","BROULIM'S #6             REXBURG      ID","25.80","debit","Groceries","Visa","",""
"11/02/2020","Wal-Mart","WAL-MART #1878           REXBURG      ID","48.04","debit","Shopping","Visa","",""
"11/02/2020","RECURRING TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS REF #OP095PX923","RECURRING TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS REF #OP095PX923 XXXXXX9117","281.25","credit","Transfer","Wells Fargo Everyday Checking","",""
"11/02/2020","Venmo Cashout Matthew","VENMO            CASHOUT           4690445927      MATTHEW GOODSELL","5.00","credit","Income","Wells Fargo Everyday Checking","",""
"11/02/2020","Blisters Bbq","PURCHASE                                AUTHORIZED ON   10/30 SQ *BLISTERS BBQ          Rexburg       ID  S460305061451999   CARD 9347","14.82","debit","Restaurants","Wells Fargo Everyday Checking","",""
"11/02/2020","Exxon","PURCHASE                                AUTHORIZED ON   10/30 EXXONMOBIL    9880        REXBURG       ID  S460305085373122   CARD 9347","3.70","debit","Gas & Fuel","Wells Fargo Everyday Checking","",""
"11/02/2020","State Farm","PURCHASE                                AUTHORIZED ON   10/31 STATE FARM  INSURA        800-956-6310  IL  S460305367295881   CARD 9347","247.95","debit","Auto Insurance","Wells Fargo Everyday Checking","",""
"11/02/2020","RECURRING TRANSFER TO GOODSELL M EVERYDAY CHECKING REF #OP095PX923","RECURRING TRANSFER TO GOODSELL M EVERYDAY CHECKING REF #OP095PX923 XXXXXX9815","281.25","debit","Transfer","Wells Fargo Way2Save® Savings","",""
"10/31/2020","Chick-Fil-A","CHICK-FIL-A #02789       AMMON        ID","2.70","debit","Fast Food","Visa","",""
"10/31/2020","Wal-Mart","WAL-MART #1902           AMMON        ID","34.40","debit","Shopping","Visa","",""
"10/31/2020","Chick-Fil-A","CHICK-FIL-A #02789       208-523-2697 ID","11.06","debit","Fast Food","Visa","",""
"10/30/2020","INTEREST PAYMENT","INTEREST PAYMENT","0.01","credit","Interest Income","Wells Fargo Way2Save® Savings","",""
"10/30/2020","BYU IDAHO BYUIDAHO 201029 MATTHEW GOODSELL","BYU IDAHO        BYUIDAHO   201029       XXXXX8627 MATTHEW GOODSELL","5.00","debit","Tuition","Wells Fargo Everyday Checking","",""
"10/29/2020","Online","ONLINE PAYMENT","769.70","credit","Credit Card Payment","Visa","",""
"10/29/2020","ONLINE TRANSFER REF #IB094YH4RQ TO COLLEGE CARD ON 10/29/20","ONLINE TRANSFER REF #IB094YH4RQ TO COLLEGE CARD XXXXXXXXXXXX1114 ON 10/29/20","769.70","debit","Transfer","Wells Fargo Way2Save® Savings","",""
"10/29/2020","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING REF #IB094YHZTM ON 10/29/20","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING XXXXXX9815 REF #IB094YHZTM ON 10/29/20","247.95","debit","Transfer","Wells Fargo Way2Save® Savings","",""
"10/29/2020","Ch JesusChrist DONATION","Ch JesusChrist   DONATION   201029 66713270        GOODSELL MATTHEW ALLEN","107.83","debit","Charity","Wells Fargo Way2Save® Savings","",""
"10/29/2020","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS REF #IB094YHZTM ON 10/29/20","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS XXXXXX9117 REF #IB094YHZTM ON 10/29/20","247.95","credit","Transfer","Wells Fargo Everyday Checking","",""
"10/27/2020","Manual Solutions Pllc","MANUAL SOLUTIONS PHYSICALIDAHO FALLS  ID","5.00","debit","Business Services","Visa","",""
"10/26/2020","Manual Solutions Pllc","MANUAL SOLUTIONS PHYSICALIDAHO FALLS  ID","35.00","debit","Business Services","Visa","",""
"10/26/2020","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS REF #IB0945G6FB ON 10/24/20","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS XXXXXX9117 REF #IB0945G6FB ON 10/24/20","50.00","credit","Transfer","Wells Fargo Everyday Checking","",""
"10/26/2020","Wal-Mart","PURCHASE                                AUTHORIZED ON   10/24 Wal-Mart Super Center     REXBURG       ID  P00000000936465286 CARD 9347","9.34","debit","Shopping","Wells Fargo Everyday Checking","",""
"10/26/2020","Venmo","VENMO            PAYMENT           4652855249      MATTHEW GOODSELL","6.00","debit","Transfer","Wells Fargo Everyday Checking","",""
"10/26/2020","MOBILE DEPOSIT : REF NUMBER :509260826107","MOBILE DEPOSIT : REF NUMBER :509260826107","100.00","credit","Income","Wells Fargo Way2Save® Savings","",""
"10/26/2020","Cash eWithdrawal in Branch/Store 10/24/2020 10:49 AM 39 E MAIN ST REXBURG ID 9347","Cash eWithdrawal in Branch/Store 10/24/2020 10:49 AM 39 E MAIN ST REXBURG ID 9347","136.00","debit","Cash & ATM","Wells Fargo Way2Save® Savings","",""
"10/26/2020","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING REF #IB0945G6FB ON 10/24/20","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING XXXXXX9815 REF #IB0945G6FB ON 10/24/20","50.00","debit","Transfer","Wells Fargo Way2Save® Savings","",""
"10/23/2020","Venmo","VENMO            PAYMENT           4647533502      MATTHEW GOODSELL","4.00","debit","Transfer","Wells Fargo Everyday Checking","",""
"10/23/2020","BYU PATHWAY WORL DIR DEP","BYU PATHWAY WORL DIR DEP    201016 1149023         GOODSELL,MATTHEW","881.26","credit","Paycheck","Wells Fargo Way2Save® Savings","",""
"10/19/2020","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS REF #IB092YWMV9 ON 10/17/20","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS XXXXXX9117 REF #IB092YWMV9 ON 10/17/20","50.00","credit","Transfer","Wells Fargo Everyday Checking","",""
"10/19/2020","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS REF #IB0932XZS7 ON 10/17/20","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS XXXXXX9117 REF #IB0932XZS7 ON 10/17/20","35.00","credit","Transfer","Wells Fargo Everyday Checking","",""
"10/19/2020","White Spot","PURCHASE                                AUTHORIZED ON   10/16 SQ *WHITE SPARROW         Rexburg       ID  S300291112055908   CARD 9347","12.69","debit","Restaurants","Wells Fargo Everyday Checking","",""
"10/19/2020","Wal-Mart","PURCHASE                                AUTHORIZED ON   10/17 WAL-MART  Wal-Mart Sup    REXBURG       ID  P00000000873256070 CARD 9347","28.90","debit","Shopping","Wells Fargo Everyday Checking","",""
"10/19/2020","BROULIM'S #6 REXBURG ID S460291682014691 CARD 9347","PURCHASE                                AUTHORIZED ON   10/17 BROULIM'S #6              REXBURG       ID  S460291682014691   CARD 9347","9.26","debit","Groceries","Wells Fargo Everyday Checking","",""
"10/19/2020","Venmo","VENMO            PAYMENT           4617445595      MATTHEW GOODSELL","20.00","debit","Transfer","Wells Fargo Everyday Checking","",""
"10/19/2020","Venmo","VENMO            PAYMENT           4619701692      MATTHEW GOODSELL","35.00","debit","Transfer","Wells Fargo Everyday Checking","",""
"10/19/2020","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING REF #IB092YWMV9 ON 10/17/20","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING XXXXXX9815 REF #IB092YWMV9 ON 10/17/20","50.00","debit","Transfer","Wells Fargo Way2Save® Savings","",""
"10/19/2020","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING REF #IB0932XZS7 ON 10/17/20","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING XXXXXX9815 REF #IB0932XZS7 ON 10/17/20","35.00","debit","Transfer","Wells Fargo Way2Save® Savings","",""
"10/19/2020","BUSINESS TO BUSINESS ACH Rent - Room Choi Rent - Roo ST-Y0Y4E3E0B2K7 ROOM CHOICE INC","BUSINESS TO BUSINESS ACH Rent - Room Choi Rent - Roo        ST-Y0Y4E3E0B2K7 ROOM CHOICE INC","162.95","debit","Mortgage & Rent","Wells Fargo Way2Save® Savings","",""
"10/16/2020","Spotify","Spotify USA              877-7781161  NY","4.99","debit","Music","Visa","",""
"10/14/2020","Ch JesusChrist DONATION","Ch JesusChrist   DONATION   201014 66027669        GOODSELL MATTHEW ALLEN","109.01","debit","Charity","Wells Fargo Way2Save® Savings","",""
"10/14/2020","Amazon","PURCHASE                                AUTHORIZED ON   10/10 Amazon.com*MK9M497        Amzn.com/bill WA  S460284817042590   CARD 9347","36.71","debit","Shopping","Wells Fargo Everyday Checking","",""
"10/13/2020","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING REF #IB08ZPMMYR ON 10/10/20","ONLINE TRANSFER TO GOODSELL M EVERYDAY CHECKING XXXXXX9815 REF #IB08ZPMMYR ON 10/10/20","36.71","debit","Transfer","Wells Fargo Way2Save® Savings","",""
"10/13/2020","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS REF #IB08ZPMMYR ON 10/10/20","ONLINE TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS XXXXXX9117 REF #IB08ZPMMYR ON 10/10/20","36.71","credit","Transfer","Wells Fargo Everyday Checking","",""
"10/13/2020","BROULIM'S #6 REXBURG ID S580284105785464 CARD 9347","PURCHASE                                AUTHORIZED ON   10/09 BROULIM'S #6              REXBURG       ID  S580284105785464   CARD 9347","10.25","debit","Groceries","Wells Fargo Everyday Checking","",""
"10/13/2020","BROULIM'S #6 REXBURG ID S460285133855805 CARD 9347","PURCHASE                                AUTHORIZED ON   10/10 BROULIM'S #6              REXBURG       ID  S460285133855805   CARD 9347","2.76","debit","Groceries","Wells Fargo Everyday Checking","",""
"10/13/2020","Nature's Nook Inc","PURCHASE                                AUTHORIZED ON   10/12 NATURE'S NOOK I           REXBURG       ID  P00000000682623749 CARD 9347","5.55","debit","Food & Dining","Wells Fargo Everyday Checking","",""
"10/10/2020","Wal-Mart","WAL-MART #1878           REXBURG      ID","36.42","debit","Shopping","Visa","",""
"10/09/2020","BYU PATHWAY WORL DIR DEP","BYU PATHWAY WORL DIR DEP    201002 1149023         GOODSELL,MATTHEW","890.03","credit","Paycheck","Wells Fargo Way2Save® Savings","",""
"10/08/2020","Venmo","VENMO            PAYMENT           4563392400      MATTHEW GOODSELL","25.00","debit","Transfer","Wells Fargo Everyday Checking","",""
"10/08/2020","Venmo","VENMO            PAYMENT           4563365237      MATTHEW GOODSELL","40.00","debit","Transfer","Wells Fargo Everyday Checking","",""
"10/06/2020","Ch JesusChrist DONATION","Ch JesusChrist   DONATION   201006 65711655        GOODSELL MATTHEW ALLEN","56.98","debit","Charity","Wells Fargo Way2Save® Savings","",""
"10/06/2020","Manual Solutions Pllc","MANUAL SOLUTIONS PHYSICALIDAHO FALLS  ID","30.00","debit","Business Services","Visa","",""
"10/05/2020","RECURRING TRANSFER FROM GOODSELL M REF #OP08YFMZHS WAY2SAVE SAVINGS LIVING","RECURRING TRANSFER FROM GOODSELL M REF #OP08YFMZHS WAY2SAVE SAVINGS LIVING","180.00","credit","Transfer","Wells Fargo Everyday Checking","",""
"10/05/2020","ADAM'S MONGOLIAN G REXBURG ID S580277125130772 CARD 9347","PURCHASE                                AUTHORIZED ON   10/02 ADAM'S MONGOLIAN G        REXBURG       ID  S580277125130772   CARD 9347","25.78","debit","Restaurants","Wells Fargo Everyday Checking","",""
"10/05/2020","Nature's Nook Inc","PURCHASE                                AUTHORIZED ON   10/03 NATURE'S NOOK I           REXBURG       ID  P00000000679789060 CARD 9347","17.06","debit","Food & Dining","Wells Fargo Everyday Checking","",""
"10/05/2020","Nature's Nook Inc","PURCHASE                                AUTHORIZED ON   10/03 NATURE'S NOOK I           REXBURG       ID  P00000000672760189 CARD 9347","3.38","debit","Food & Dining","Wells Fargo Everyday Checking","",""
"10/05/2020","Wal-Mart","PURCHASE                                AUTHORIZED ON   10/03 WAL-MART #1878            REXBURG       ID  P00000000574253429 CARD 9347","50.31","debit","Shopping","Wells Fargo Everyday Checking","",""
"10/05/2020","Venmo","VENMO            PAYMENT           4535343512      MATTHEW GOODSELL","281.25","debit","Transfer","Wells Fargo Everyday Checking","",""
"10/05/2020","RECURRING TRANSFER TO GOODSELL M REF #OP08YFMZHS EVERYDAY CHECKING LIVING","RECURRING TRANSFER TO GOODSELL M REF #OP08YFMZHS EVERYDAY CHECKING LIVING","180.00","debit","Transfer","Wells Fargo Way2Save® Savings","",""
"10/02/2020","RECURRING TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS REF #OP08Y8Z9CP","RECURRING TRANSFER FROM GOODSELL M WAY2SAVE SAVINGS REF #OP08Y8Z9CP XXXXXX9117","281.25","credit","Transfer","Wells Fargo Everyday Checking","",""
"10/02/2020","Venmo Cashout Matthew","VENMO            CASHOUT           4535292408      MATTHEW GOODSELL","2.00","credit","Income","Wells Fargo Everyday Checking","",""
"10/02/2020","RECURRING TRANSFER TO GOODSELL M EVERYDAY CHECKING REF #OP08Y8Z9CP","RECURRING TRANSFER TO GOODSELL M EVERYDAY CHECKING REF #OP08Y8Z9CP XXXXXX9815","281.25","debit","Transfer","Wells Fargo Way2Save® Savings","",""
"9/30/2020","INTEREST PAYMENT","INTEREST PAYMENT","0.02","credit","Interest Income","Wells Fargo Way2Save® Savings","",""
"9/29/2020","American Airlines","AMERICAN AIR0012140669002FORT WORTH   TX","300.70","debit","Air Travel","Visa","",""
"9/29/2020","American Airlines","AMERICAN AIR0012140669003FORT WORTH   TX","300.70","debit","Air Travel","Visa","",""
"9/28/2020","Ch JesusChrist DONATION","Ch JesusChrist   DONATION   200926 65279568        GOODSELL MATTHEW ALLEN","20.90","debit","Charity","Wells Fargo Way2Save® Savings","",""
"9/28/2020","Wal-Mart","PURCHASE                                AUTHORIZED ON   09/26 WAL-MART  Wal-Mart Sup    REXBURG       ID  P00000000073380551 CARD 9347","4.58","debit","Shopping","Wells Fargo Everyday Checking","",""
"9/25/2020","BYU PATHWAY WORL DIR DEP","BYU PATHWAY WORL DIR DEP    200918 1149023         GOODSELL,MATTHEW","460.64","credit","Paycheck","Wells Fargo Way2Save® Savings","",""
"9/25/2020","Panda Express","PURCHASE                                AUTHORIZED ON   09/24 PANDA EXPRESS 2734        REXBURG       ID  S580269082555572   CARD 9347","9.59","debit","Fast Food","Wells Fargo Everyday Checking","",""
"9/25/2020","BYUI CASHNET WEB 208-496-1900 ID S580268052395124 CARD 9347","PURCHASE                                AUTHORIZED ON   09/23 BYUI CASHNET WEB          208-496-1900  ID  S580268052395124   CARD 9347","4.00","debit","Education","Wells Fargo Everyday Checking","",""
"9/24/2020","Subway","Subway 35616             120-83599054 ID","6.88","debit","Fast Food","Visa","",""
"9/24/2020","Wal-Mart","WAL-MART #1878           REXBURG      ID","22.61","debit","Shopping","Visa","",""
"9/24/2020","CASA DE OCHOA Rexburg ID S300268096966159 CARD 9347","PURCHASE                                AUTHORIZED ON   09/23 SQ *CASA DE OCHOA         Rexburg       ID  S300268096966159   CARD 9347","8.36","debit","Fast Food","Wells Fargo Everyday Checking","",""
"9/24/2020","MOBILE DEPOSIT : REF NUMBER :112240922413","MOBILE DEPOSIT : REF NUMBER :112240922413","145.85","credit","Income","Wells Fargo Way2Save® Savings","",""
"9/23/2020","Venmo Cashout Matthew","VENMO            CASHOUT           4486101445      MATTHEW GOODSELL","35.00","credit","Income","Wells Fargo Everyday Checking","",""
"9/23/2020","SP * DR. SQUATCH HTTPSDRSQUATC CA S380267025321722 CARD 9347","PURCHASE                                AUTHORIZED ON   09/22 SP * DR. SQUATCH          HTTPSDRSQUATC CA  S380267025321722   CARD 9347","26.32","debit","Personal Care","Wells Fargo Everyday Checking","",""
"9/23/2020","BYU IDAHO BYUIDAHO 200922 MATTHEW GOODSELL","BYU IDAHO        BYUIDAHO   200922       XXXXX8627 MATTHEW GOODSELL","50.00","debit","Tuition","Wells Fargo Everyday Checking","",""
"9/23/2020","Old Navy","PURCHASE                                AUTHORIZED ON   09/19 OLD NAVY ON-LINE          800-6536289   OH  S300263769474043   CARD 9347","19.51","debit","Clothing","Wells Fargo Everyday Checking","",""
"9/23/2020","MYMAGICMUD MYMAGICMUD.CO TX S460267022513960 CARD 9347","PURCHASE                                AUTHORIZED ON   09/22 MYMAGICMUD                MYMAGICMUD.CO TX  S460267022513960   CARD 9347","19.87","debit","Personal Care","Wells Fargo Everyday Checking","",""
